ID tích hợp,Thời gian,Kho lấy hàng,Thành phố,Quận huyện,Mã sản phẩm,Ngành,Hãng,Mã chung,Mã riêng,Chiết khấu,Giá,Giá sau CK,Số lượng,Giá trị đơn hàng,Tiền chiết khấu,Tiền đặt cọc,Tổng thu,Ghi chú của CSKH,Trạng thái,Chăm sóc KH,Thiếu,Thieu,DH thiếu,Ngày xác nhận,Thời gian xác nhận,Nguồn đơn hàng,Column1
hd203913-2,05-02-21 18:41,6 HN-TH-KD,Hà Nội,Quận Long Biên,CT-WATER-COOL,CT,PC CUSTOM,,B,"435,628","15,250,000","3,107,018",1,"147,250,003","4,329,997",,"147,250,003",,Hệ thống hủy,, -   , -   , -   ,,187:45:15,OTHER,
hd203913-2,05-02-21 18:41,6 HN-TH-KD,Hà Nội,Quận Long Biên,PK-COR-LED-LIGHTING-LED-PRO-EXPANSION-KIT,PK,CORSAIR,,,"33,993","1,190,000","1,061,645",1,"147,250,003","4,329,997",,"147,250,003",,Hệ thống hủy,, -   , -   , -   ,,187:45:15,OTHER,
hd203913-2,05-02-21 18:41,6 HN-TH-KD,Hà Nội,Quận Long Biên,PK-GEARVN-STICKER-LIMITED,PK,GEARVN,,,, -   ,"1,061,645",1,"147,250,003","4,329,997",,"147,250,003",,Hệ thống hủy,, -   , -   , -   ,,187:45:15,OTHER,
hd203913-2,05-02-21 18:41,6 HN-TH-KD,Hà Nội,Quận Long Biên,PK-GEARVN-AO-KHOAC-L,PK,GEARVN,,,, -   ,"1,061,645",1,"147,250,003","4,329,997",,"147,250,003",,Hệ thống hủy,, -   , -   , -   ,,187:45:15,OTHER,
hd210835,05-02-21 18:41,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Huyện Bình Chánh,CHU-LOG-G-PRO-HERO,CHU,LOGITECH,,,,"890,000","1,061,645",1,"1,880,000",,,"1,880,000",,Thành công,Nguyễn Thế Dân, -   , -   , -   ,05-02-21 18:43,187:45:15,SHOWROOMHHT,
hd210835,05-02-21 18:41,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Huyện Bình Chánh,RAM-HYP-FURY-BL-1X8G-2666,RAM,HYPERX,,,,"990,000","954,507",1,"1,880,000",,,"1,880,000",,Thành công,Nguyễn Thế Dân, -   , -   , -   ,05-02-21 18:43,187:45:15,SHOWROOMHHT,
hd210834,05-02-21 18:40,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận 12,LAP-ACER-AN515-55-5923,LAP,ACER,,,"2,388,055","23,990,000","954,507",1,"21,710,000","2,400,000",,"21,710,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:45,187:45:15,SHOWROOMHHT,
hd210834,05-02-21 18:40,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận 12,LC-DAREU-ESP100,LC,DAREU,,i5,"11,945","120,000","5,347,187",1,"21,710,000","2,400,000",,"21,710,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:45,187:45:15,SHOWROOMHHT,
hd210834,05-02-21 18:40,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận 12,BALO-ACER-SUV,BALO,ACER,,i5,, -   ,"5,347,187",1,"21,710,000","2,400,000",,"21,710,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:45,187:45:15,SHOWROOMHHT,
hd210834,05-02-21 18:40,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận 12,PK-ACER-LY-PREDATOR-SLIVER,PK,ACER,,,, -   ,"535,693",1,"21,710,000","2,400,000",,"21,710,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:45,187:45:15,SHOWROOMHHT,
hd210834,05-02-21 18:40,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận 12,TUI-GEARVN-SHOCK-15,TUI,GEARVN,,,, -   ,"535,693",1,"21,710,000","2,400,000",,"21,710,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:45,187:45:15,SHOWROOMHHT,
hd210833,05-02-21 18:40,8 HCM-CQ-KD,Hồ Chí Minh,Thành Phố Thủ Đức,CHU-RAZ-VIPER-MINI,CHU,RAZER,,,,"990,000","672,051",1,"990,000",,,"990,000",,Thành công,TRẦN KIM TUYÊN, -   , -   , -   ,05-02-21 18:41,187:45:15,SHOWROOMHHT,
hd210831,05-02-21 18:40,3 HCM-HVT-KD,Hồ Chí Minh,Quận Bình Thạnh,MAN-VIE-VA2419-IPS,MAN,VIEWSONIC,,,,"2,550,000","672,051",1,"2,550,000",,,"2,550,000",,Thành công,Võ Ngọc Hải, -   , -   , -   ,05-02-21 18:41,187:45:15,OTHER,
hd210832,05-02-21 18:40,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Tân Bình,CHU-RAZ-DA-V2,CHU,RAZER,,,,"1,690,000","964,247",1,"1,690,000",,,"1,690,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:42,187:45:15,SHOWROOMHHT,
hd210824-1,05-02-21 18:37,3 HCM-HVT-KD,Hồ Chí Minh,Quận Tân Bình,CHU-DAR-LM115G-BK,CHU,DAREU,,,,"150,000","964,247",1,"150,000",,,"150,000",,Thành công,Trần Anh Vũ, -   , -   , -   ,05-02-21 18:37,187:45:15,SHOWROOMHHT,
hd210815,05-02-21 18:37,8 HCM-CQ-KD,Hồ Chí Minh,Quận 5,LAP-ASU-VIVO-A515EA-BQ498T,LAP,ASUS,,,"590,000","17,490,000","574,652",1,"16,900,000","590,000",,"16,900,000",,Thành công,TRẦN KIM TUYÊN, -   , -   , -   ,05-02-21 18:40,187:45:15,SHOWROOMHHT,
hd210815,05-02-21 18:37,8 HCM-CQ-KD,Hồ Chí Minh,Quận 5,TUI-GEARVN-SHOCK-15,TUI,GEARVN,,,, -   ,"574,652",1,"16,900,000","590,000",,"16,900,000",,Thành công,TRẦN KIM TUYÊN, -   , -   , -   ,05-02-21 18:40,187:45:15,SHOWROOMHHT,
hd210815,05-02-21 18:37,8 HCM-CQ-KD,Hồ Chí Minh,Quận 5,CHU-DAR-LM115G-BK,CHU,DAREU,,,, -   ,"97,399",1,"16,900,000","590,000",,"16,900,000",,Thành công,TRẦN KIM TUYÊN, -   , -   , -   ,05-02-21 18:40,187:45:15,SHOWROOMHHT,
hd210815,05-02-21 18:37,8 HCM-CQ-KD,Hồ Chí Minh,Quận 5,TAI-SONY-MDREX155AP,TAI,SONY,,,, -   ,"97,399",1,"16,900,000","590,000",,"16,900,000",,Thành công,TRẦN KIM TUYÊN, -   , -   , -   ,05-02-21 18:40,187:45:15,SHOWROOMHHT,
hd210829,05-02-21 18:35,8 HCM-CQ-KD,Hồ Chí Minh,Quận 2,PK-KMT-DAY-HDMI-KH421-1.5M,PK,Phụ kiện,,,,"170,000","97,399",1,"320,000",,,"320,000",,Thành công,TRẦN KIM TUYÊN, -   , -   , -   ,05-02-21 19:37,187:45:15,SHOWROOMHHT,
hd210829,05-02-21 18:35,8 HCM-CQ-KD,Hồ Chí Minh,Quận 2,TBM-CABLE-ORICO-15M,TBM,ORICO,,,,"150,000","97,399",1,"320,000",,,"320,000",,Thành công,TRẦN KIM TUYÊN, -   , -   , -   ,05-02-21 19:37,187:45:15,SHOWROOMHHT,
hd210828,05-02-21 18:35,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Tân Phú,LOA-HARMAN-KARDON-AURA-STUDIO-3,LOA,HARMAN,,,"1,310,000","6,900,000","97,399",1,"5,590,000","1,310,000",,"5,590,000",,Thành công,Nguyễn Thế Dân, -   , -   , -   ,05-02-21 18:37,187:45:15,SHOWROOMHHT,
hd210827,05-02-21 18:33,8 HCM-CQ-KD,Hồ Chí Minh,Quận Gò Vấp,HDD-WD-BLUE-1TB,HDD,WD,,,,"980,000","97,399",1,"1,970,000",,,"1,970,000",,Thành công,TRẦN KIM TUYÊN, -   , -   , -   ,05-02-21 18:35,187:45:15,SHOWROOMHHT,
hd210827,05-02-21 18:33,8 HCM-CQ-KD,Hồ Chí Minh,Quận Gò Vấp,RAM-HYP-FURY-BL-1X8G-2666,RAM,HYPERX,,,,"990,000","77,919",1,"1,970,000",,,"1,970,000",,Thành công,TRẦN KIM TUYÊN, -   , -   , -   ,05-02-21 18:35,187:45:15,SHOWROOMHHT,
hd210826,05-02-21 18:31,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Thành Phố Thủ Đức,TUI-GEARVN-SHOCK-14-RED,TUI,GEARVN,,,,"139,000","77,919",1,"139,000",,,"139,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:33,187:45:15,SHOWROOMHHT,
hd210825,05-02-21 18:31,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận 10,SSD-GIGA-240G,SSD,GIGABYTE,,,"90,000","790,000","77,919",1,"700,000","90,000",,"700,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:33,187:45:15,SHOWROOMHHT,
hd210824,05-02-21 18:30,3 HCM-HVT-KD,Hồ Chí Minh,Quận Tân Bình,CHU-DAR-LM115G-BK,CHU,DAREU,,,,"150,000","77,919",1,"150,000",,,"150,000",,Hệ thống hủy,Trần Anh Vũ, -   , -   , -   ,05-02-21 18:32,187:45:15,SHOWROOMHHT,
hd210819,05-02-21 18:29,6 HN-TH-KD,Hà Nội,Quận Hai Bà Trưng,KB-AKKO-3068-S-B-AKKO-P-V2,KB,AKKO,,,,"1,390,000","2,581,065",1,"1,390,000",,,"1,390,000",,Thành công,Trần Cao Cường, -   , -   , -   ,05-02-21 18:29,187:45:15,SHOWROOMHHT,
hd210813-1,05-02-21 18:28,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Bình Tân,CHU-LOG-G-PRO-X-SUP-W-WHI,CHU,LOGITECH,,,,"3,190,000","165,578",1,"3,190,000",,,"3,190,000",,Thành công,Nguyễn Thế Dân, -   , -   , -   ,05-02-21 18:30,187:45:15,SHOWROOMHHT,
hd210823,05-02-21 18:28,3 HCM-HVT-KD,,,BALO-ASUS-ROG-BP1502G,BALO,ASUS,,,,"590,000", -   ,1,"590,000",,,"590,000",,Thành công,Võ Ngọc Hải, -   , -   , -   ,05-02-21 18:29,187:45:15,HARAVAN,
hd210822,05-02-21 18:26,3 HCM-HVT-KD,Hồ Chí Minh,Quận Bình Thạnh,KB-DAR-EK87-BK-ML-BROWN,KB,DAREU,,,,"499,000",-3,1,"499,000",,,"499,000",,Thành công,Trần Anh Vũ, -   , -   , -   ,05-02-21 18:27,187:45:15,HARAVAN,
hd210821,05-02-21 18:25,2 HCM-HHT-KD-V.2,Bình Dương,Thị xã Bến Cát,CHU-DAR-LM115G-PINK,CHU,DAREU,,,,"150,000","4,590,000",1,"150,000",,,"150,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:27,0:11:06,SHOWROOMHHT,
hd210820,05-02-21 18:24,6 HN-TH-KD,Thái Bình,Thành phố Thái Bình,TAI-HYP-CLOUD-EARBUDS,TAI,HYPERX,,,,"890,000", -   ,1,"890,000",,,"890,000",,Thành công,Trần Cao Cường, -   , -   , -   ,05-02-21 18:32,0:11:06,HARAVAN,
hd210818,05-02-21 18:22,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Phú Nhuận,SSD-GIGA-240G,SSD,GIGABYTE,,,,"790,000","250,000",1,"790,000",,,"790,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:23,0:01:38,SHOWROOMHHT,
hd210816,05-02-21 18:21,3 HCM-HVT-KD,Bến Tre,Thành phố Bến Tre,KB-NEWMEN-T260,KB,NEWMEN,,,,"250,000","2,850,000",1,"250,000",,,"250,000",,Hệ thống hủy,Võ Ngọc Hải, -   , -   , -   ,05-02-21 18:24,0:02:14,HARAVAN,
hd210817,05-02-21 18:21,8 HCM-CQ-KD,Hồ Chí Minh,Quận Bình Thạnh,CHU-DAR-EM901-RGB-PINK,CHU,DAREU,,,,"640,000","3,190,000",1,"640,000",,,"640,000",,Thành công,TRẦN KIM TUYÊN, -   , -   , -   ,05-02-21 18:24,0:01:27,SHOWROOMHHT,
hd210817,05-02-21 18:21,8 HCM-CQ-KD,Hồ Chí Minh,Quận Bình Thạnh,LC-DAREU-ESP108-QUEEN,LC,DAREU,,,, -   ,"250,000",1,"640,000",,,"640,000",,Thành công,TRẦN KIM TUYÊN, -   , -   , -   ,05-02-21 18:24,0:01:41,SHOWROOMHHT,
hd210814,05-02-21 18:19,6 HN-TH-KD,Hà Nội,Quận Đống Đa,MB-MSI-H410M-A-PRO,MB,MSI,H410,,"55,293","1,550,000","890,000",1,"8,380,001","309,999",,"8,380,001",,Thành công,Trần Cao Cường, -   , -   , -   ,05-02-21 18:26,0:02:56,SHOWROOMHHT,
hd210814,05-02-21 18:19,6 HN-TH-KD,Hà Nội,Quận Đống Đa,CPU-INT-i3-10100,CPU,INTEL,i3,,"113,797","3,190,000","790,000",1,"8,380,001","309,999",,"8,380,001",,Thành công,Trần Cao Cường, -   , -   , -   ,05-02-21 18:26,0:01:52,SHOWROOMHHT,
hd210814,05-02-21 18:19,6 HN-TH-KD,Hà Nội,Quận Đống Đa,RAM-GSK-RIPJAWS-V-1X8-2800,RAM,G.SKILL,,,"38,884","1,090,000","540,000",1,"8,380,001","309,999",,"8,380,001",,Thành công,Trần Cao Cường, -   , -   , -   ,05-02-21 18:26,0:01:02,SHOWROOMHHT,
hd210814,05-02-21 18:19,6 HN-TH-KD,Hà Nội,Quận Đống Đa,RAM-GSK-RIPJAWS-V-1X8-2800,RAM,G.SKILL,,,"38,884","1,090,000","120,000",1,"8,380,001","309,999",,"8,380,001",,Thành công,Trần Cao Cường, -   , -   , -   ,05-02-21 18:26,0:01:02,SHOWROOMHHT,
hd210814,05-02-21 18:19,6 HN-TH-KD,Hà Nội,Quận Đống Đa,SSD-PNY-CS900-120-SATA,SSD,PNY,,,"19,620","550,000","5,850,000",1,"8,380,001","309,999",,"8,380,001",,Thành công,Trần Cao Cường, -   , -   , -   ,05-02-21 18:26,0:14:52,SHOWROOMHHT,
hd210814,05-02-21 18:19,6 HN-TH-KD,Hà Nội,Quận Đống Đa,PW-DEE-DN450-80-PLUS,PW,DEEPCOOL,,,"31,749","890,000","1,590,000",1,"8,380,001","309,999",,"8,380,001",,Thành công,Trần Cao Cường, -   , -   , -   ,05-02-21 18:26,0:29:49,SHOWROOMHHT,
hd210814,05-02-21 18:19,6 HN-TH-KD,Hà Nội,Quận Đống Đa,VO-XIG-XA-20-ATX,VO,XIGMATEK,,,"11,772","330,000","12,990,000",1,"8,380,001","309,999",,"8,380,001",,Thành công,Trần Cao Cường, -   , -   , -   ,05-02-21 18:26,0:01:16,SHOWROOMHHT,
hd210814,05-02-21 18:19,6 HN-TH-KD,Hà Nội,Quận Đống Đa,KB-NEWMEN-T260,KB,NEWMEN,,,, -   ,"4,290,000",1,"8,380,001","309,999",,"8,380,001",,Thành công,Trần Cao Cường, -   , -   , -   ,05-02-21 18:26,0:03:22,SHOWROOMHHT,
hd210810-1,05-02-21 18:17,6 HN-TH-KD,Hà Nội,Quận Hoàng Mai,MAN-DEL-U2520D-ULTRASHARP-25,MAN,DELL,,,,"8,190,000","2,690,000",1,"16,550,000",,,"16,550,000",,Thành công,Trần Cao Cường, -   , -   , -   ,05-02-21 20:30,0:03:22,SHOWROOMHHT,
hd210810-1,05-02-21 18:17,6 HN-TH-KD,Hà Nội,Quận Hoàng Mai,MAN-DEL-U2520D-ULTRASHARP-25,MAN,DELL,,,,"8,190,000","1,690,000",1,"16,550,000",,,"16,550,000",,Thành công,Trần Cao Cường, -   , -   , -   ,05-02-21 20:30,0:03:22,SHOWROOMHHT,
hd210810-1,05-02-21 18:17,6 HN-TH-KD,Hà Nội,Quận Hoàng Mai,PK-KMT-DAY-HDMI-KH421-1.5M,PK,Phụ kiện,,,,"170,000","1,290,000",1,"16,550,000",,,"16,550,000",,Thành công,Trần Cao Cường, -   , -   , -   ,05-02-21 20:30,0:03:22,SHOWROOMHHT,
hd210812,05-02-21 18:15,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Phú Nhuận,CHU-LOG-G502-HERO,CHU,LOGITECH,,,,"990,000","400,000",1,"2,180,000",,,"2,180,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:21,0:01:28,HARAVAN,
hd210812,05-02-21 18:15,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Phú Nhuận,TAI-HYP-CLOUD-STINGER-BK,TAI,HYPERX,,,,"1,190,000","150,000",1,"2,180,000",,,"2,180,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:21,0:01:44,HARAVAN,
hd210812,05-02-21 18:15,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Phú Nhuận,PK-KING-NON,PK,KINGSTON,,,, -   ,"70,000",1,"2,180,000",,,"2,180,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:21,0:01:44,HARAVAN,
hd210813,05-02-21 18:15,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Bình Tân,CHU-LOG-G-PRO-X-SUP-W-BLA,CHU,LOGITECH,,,,"3,190,000","400,000",1,"3,190,000",,,"3,190,000",,Hệ thống hủy,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:17,0:08:32,SHOWROOMHHT,
hd210811,05-02-21 18:14,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận 12,LC-STE-QCK-EDGE-M,LC,STEELSERIES,,,,"345,000","150,000",1,"345,000",,,"345,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:17,0:00:36,SHOWROOMHHT,
hd210409,05-02-21 18:14,3 HCM-HVT-KD,,,MB-MSI-MAG-B460M-MORTAR,MB,MSI,B460,,"47,889","2,690,000","540,000",1,"19,310,000","350,000",,"19,310,000",,Thành công,Nguyễn Anh Tuấn, -   , -   , -   ,05-02-21 18:21,0:02:32,OTHER,
hd210409,05-02-21 18:14,3 HCM-HVT-KD,,,CPU-INT-i3-10100,CPU,INTEL,i3,,"56,790","3,190,000","120,000",1,"19,310,000","350,000",,"19,310,000",,Thành công,Nguyễn Anh Tuấn, -   , -   , -   ,05-02-21 18:21,0:01:35,OTHER,
hd210409,05-02-21 18:14,3 HCM-HVT-KD,,,RAM-HYP-FURY-BL-1X8G-2666,RAM,HYPERX,,B,"17,625","990,000","2,525,997",1,"19,310,000","350,000",,"19,310,000",,Thành công,Nguyễn Anh Tuấn, -   , -   , -   ,05-02-21 18:21,0:14:36,OTHER,
hd210409,05-02-21 18:14,3 HCM-HVT-KD,,,VGA-MSI-GTX1660-VENT-XS-OC-6G-V1,VGA,MSI,,,"110,198","6,190,000","1,063,064",1,"19,310,000","350,000",,"19,310,000",,Thành công,Nguyễn Anh Tuấn, -   , -   , -   ,05-02-21 18:21,0:14:36,OTHER,
hd210409,05-02-21 18:14,3 HCM-HVT-KD,,,SSD-PNY-CS900-120-SATA,SSD,PNY,,i5,"9,791","550,000","3,696,343",1,"19,310,000","350,000",,"19,310,000",,Thành công,Nguyễn Anh Tuấn, -   , -   , -   ,05-02-21 18:21,0:14:36,OTHER,
hd210409,05-02-21 18:14,3 HCM-HVT-KD,,,PW-SILV-ST50F-500W,PW,SILVERSTONE,,,"17,625","990,000","575,420",1,"19,310,000","350,000",,"19,310,000",,Thành công,Nguyễn Anh Tuấn, -   , -   , -   ,05-02-21 18:21,0:14:36,OTHER,
hd210409,05-02-21 18:14,3 HCM-HVT-KD,,,VO-GOL-FIELD-N17B-PLUS,VO,Golden Field,,,"10,504","590,000","955,783",1,"19,310,000","350,000",,"19,310,000",,Thành công,Nguyễn Anh Tuấn, -   , -   , -   ,05-02-21 18:21,0:14:36,OTHER,
hd210409,05-02-21 18:14,3 HCM-HVT-KD,,,HDD-WD-BLUE-1TB,HDD,WD,,,"17,447","980,000","97,529",1,"19,310,000","350,000",,"19,310,000",,Thành công,Nguyễn Anh Tuấn, -   , -   , -   ,05-02-21 18:21,0:14:36,OTHER,
hd210409,05-02-21 18:14,3 HCM-HVT-KD,,,MAN-LG-24MP59G-P,MAN,LG,,,"56,790","3,190,000","97,529",1,"19,310,000","350,000",,"19,310,000",,Thành công,Nguyễn Anh Tuấn, -   , -   , -   ,05-02-21 18:21,0:14:36,OTHER,
hd210409,05-02-21 18:14,3 HCM-HVT-KD,,,FAN-XIG-X20F-RGB,FAN,XIGMATEK,,,"1,780","100,000","97,529",1,"19,310,000","350,000",,"19,310,000",,Thành công,Nguyễn Anh Tuấn, -   , -   , -   ,05-02-21 18:21,0:14:36,OTHER,
hd210409,05-02-21 18:14,3 HCM-HVT-KD,,,FAN-XIG-X20F-RGB,FAN,XIGMATEK,,,"1,780","100,000","6,622,208",1,"19,310,000","350,000",,"19,310,000",,Thành công,Nguyễn Anh Tuấn, -   , -   , -   ,05-02-21 18:21,0:14:36,OTHER,
hd210409,05-02-21 18:14,3 HCM-HVT-KD,,,FAN-XIG-X20F-RGB,FAN,XIGMATEK,,,"1,780","100,000","965,535",1,"19,310,000","350,000",,"19,310,000",,Thành công,Nguyễn Anh Tuấn, -   , -   , -   ,05-02-21 18:21,0:14:36,OTHER,
hd210409,05-02-21 18:14,3 HCM-HVT-KD,,,TAI-ZIDLI-ZH7RB,TAI,ZIDLI,,,, -   ,"1,063,064",1,"19,310,000","350,000",,"19,310,000",,Thành công,Nguyễn Anh Tuấn, -   , -   , -   ,05-02-21 18:21,0:14:36,OTHER,
hd210409,05-02-21 18:14,3 HCM-HVT-KD,,,KB-DAR-LK185,KB,DAREU,,,, -   , -   ,1,"19,310,000","350,000",,"19,310,000",,Thành công,Nguyễn Anh Tuấn, -   , -   , -   ,05-02-21 18:21,0:14:36,OTHER,
hd210409,05-02-21 18:14,3 HCM-HVT-KD,,,CHU-DAR-LM115G-BK,CHU,DAREU,,,, -   ,-1,1,"19,310,000","350,000",,"19,310,000",,Thành công,Nguyễn Anh Tuấn, -   , -   , -   ,05-02-21 18:21,0:14:36,OTHER,
hd210780-1,05-02-21 18:12,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Tân Bình,MB-GIG-X299X-AORUS-MAS,MB,GIGABYTE,X299,,"332,292","10,990,000","7,490,000",1,"96,220,000","3,000,000",,"96,220,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:20,0:09:52,SHOWROOMHHT,
hd210780-1,05-02-21 18:12,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Tân Bình,CPU-INT-i9-10900X,CPU,INTEL,i9,,"498,589","16,490,000", -   ,1,"96,220,000","3,000,000",,"96,220,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:20,0:09:52,SHOWROOMHHT,
hd210780-1,05-02-21 18:12,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Tân Bình,RAM-GSK-TRIDENTZ-ROYAL-SILVER-1X8G-RGB3200,RAM,G.SKILL,,,"61,832","2,045,000","640,000",1,"96,220,000","3,000,000",,"96,220,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:20,0:05:19,SHOWROOMHHT,
hd210780-1,05-02-21 18:12,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Tân Bình,RAM-GSK-TRIDENTZ-ROYAL-SILVER-1X8G-RGB3200,RAM,G.SKILL,,,"61,832","2,045,000", -   ,1,"96,220,000","3,000,000",,"96,220,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:20,0:05:19,SHOWROOMHHT,
hd210780-1,05-02-21 18:12,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Tân Bình,VGA-MSI-RTX3090-GAMX-TRIO-24G,VGA,MSI,,,"1,420,782","46,990,000","23,729,837",1,"96,220,000","3,000,000",,"96,220,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:20,0:03:03,SHOWROOMHHT,
hd210780-1,05-02-21 18:12,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Tân Bình,PW-ASUS-THOR-850W,PW,ASUS,,,"181,113","5,990,000","750,163",1,"96,220,000","3,000,000",,"96,220,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:20,0:03:03,SHOWROOMHHT,
hd210780-1,05-02-21 18:12,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Tân Bình,TN-NZX-X73,TN,NZXT,,,"150,877","4,990,000", -   ,1,"96,220,000","3,000,000",,"96,220,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:20,0:03:03,SHOWROOMHHT,
hd210780-1,05-02-21 18:12,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Tân Bình,HDD-WD-BLACK-1TB,HDD,WD,,,"60,472","2,000,000", -   ,1,"96,220,000","3,000,000",,"96,220,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:20,0:03:03,SHOWROOMHHT,
hd210780-1,05-02-21 18:12,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Tân Bình,VO-MSI-MPG-SEKIRA-500X,VO,MSI,,,"150,877","4,990,000","890,000",1,"96,220,000","3,000,000",,"96,220,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:20,0:37:24,SHOWROOMHHT,
hd210780-1,05-02-21 18:12,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Tân Bình,SSD-SAM-970-EVO-PLUS-M.2-500G,SSD,SAMSUNG,,,"81,334","2,690,000","32,990,000",1,"96,220,000","3,000,000",,"96,220,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:20,0:02:13,SHOWROOMHHT,
hd210809,05-02-21 18:05,8 HCM-CQ-KD,Hồ Chí Minh,Quận 3,CHU-RAZ-BASIL-V2,CHU,RAZER,,,,"1,990,000", -   ,1,"1,990,000",,,"1,990,000",,Hệ thống hủy,TRẦN KIM TUYÊN, -   , -   , -   ,05-02-21 19:47,0:02:13,SHOWROOMHHT,
hd210807,05-02-21 18:04,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Tân Bình,LC-RAZ-GIGANTUS-V2-M,LC,RAZER,,,,"490,000", -   ,1,"490,000",,,"490,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:05,0:02:13,SHOWROOMHHT,
hd210789,05-02-21 18:02,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Bình Thạnh,LOA-RAZ-LEVI,LOA,RAZER,,,"300,000","4,290,000","4,990,000",1,"3,990,000","300,000",,"3,990,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,05-02-21 18:04,0:01:31,OTHER,
hd210806,05-02-21 18:02,3 HCM-HVT-KD,Hồ Chí Minh,Huyện Hóc Môn,GHE-ANDA-FNATIC-EDITION,GHE,ANDASEAT,,,,"7,990,000","1,490,000",1,"7,990,000",,,"7,990,000",,Đang xác nhận,Nguyễn Anh Tuấn, -   , -   , -   ,,0:01:19,SHOWROOMHHT,
hd210803,05-02-21 17:56,6 HN-TH-KD,Hà Nội,Quận Nam Từ Liêm,CHU-LOG-G102-LIGHTSYNC-BLACK,CHU,LOGITECH,,,,"400,000","840,000",1,"400,000",,,"400,000",,Thành công,Nguyễn Thế Nam, -   , -   , -   ,05-02-21 17:57,0:01:46,SHOWROOMHHT,
