ID tích hợp,Thời gian,Tháng,Kho lấy hàng,Thành phố,Quận huyện,Mã sản phẩm,Ngành,Hãng,Mã chung,Mã riêng,Chiết khấu,Giá,Giá sau CK,Số lượng,Giá trị đơn hàng,Tiền chiết khấu,Tiền đặt cọc,Tổng thu,Ghi chú của CSKH,Trạng thái,Chăm sóc KH,Thiếu,Thieu,DH thiếu,Ngày xác nhận,Thời gian xác nhận,Nguồn đơn hàng
hd226477,2021-03-05 21:57:14,3,2 HCM-HHT-KD-V.2,Bình Dương,Thành phố Thủ Dầu Một,MAN-HKC-NB27C2-GAME,MAN,HKC,,,300000,5090000,4790000,1,4790000,300000,,4790000,,Hệ thống hủy,Nguyễn Cao Thắng,0,0,0,2021-03-05 21:59:18,0.001435185186,OTHER
hd226472,2021-03-05 21:54:51,3,8 HCM-CQ-KD,,,LAP-MSI-GF63-9SCSR-829VN,LAP,MSI,,,,22990000,22990000,1,19940000,3200000,,19940000,19940000,Hệ thống hủy,,0,0,0,,0,OTHER
hd226472,2021-03-05 21:54:51,3,8 HCM-CQ-KD,,,CHU-DAR-LM115G-BK,CHU,DAREU,,,,150000,150000,1,19940000,3200000,,19940000,,Hệ thống hủy,,0,0,0,,0,OTHER
hd226472,2021-03-05 21:54:51,3,8 HCM-CQ-KD,,,TUI-GEARVN-SHOCK-15,TUI,GEARVN,,,,0,0,1,19940000,3200000,,19940000,,Hệ thống hủy,,0,0,0,,0,OTHER
hd226472,2021-03-05 21:54:51,3,8 HCM-CQ-KD,,,RAM-LEX-CL22-8G-2666-SODIMM,RAM,LEXAR,,,,0,0,1,19940000,3200000,,19940000,,Hệ thống hủy,,0,0,0,,0,OTHER
hd226472,2021-03-05 21:54:51,3,8 HCM-CQ-KD,,,TAI-MSI-H991,TAI,MSI,,,,0,0,1,19940000,3200000,,19940000,,Hệ thống hủy,,0,0,0,,0,OTHER
hd226475,2021-03-05 21:54:47,3,2 HCM-HHT-KD-V.2,Long An,Huyện Đức Hòa,RAM-GSK-TRIDENTZ-1X8G-RGB3000,RAM,G.SKILL,,,16287,1450000,1433713,1,34330000,390000,,34330000,34330000,Hệ thống hủy,Nguyễn Cao Thắng,0,0,0,2021-03-06 08:15:30,0.4310532407,OTHER
hd226475,2021-03-05 21:54:47,3,2 HCM-HHT-KD-V.2,Long An,Huyện Đức Hòa,RAM-GSK-TRIDENTZ-1X8G-RGB3000,RAM,G.SKILL,,,16287,1450000,1433713,1,34330000,390000,,34330000,,Hệ thống hủy,Nguyễn Cao Thắng,0,0,0,2021-03-06 08:15:30,0.4310532407,OTHER
hd226475,2021-03-05 21:54:47,3,2 HCM-HHT-KD-V.2,Long An,Huyện Đức Hòa,CPU-INT-i7-10700,CPU,INTEL,i7,i7,95366,8490000,8394634,1,34330000,390000,,34330000,,Hệ thống hủy,Nguyễn Cao Thắng,0,0,0,2021-03-06 08:15:30,0.4310532407,OTHER
hd226475,2021-03-05 21:54:47,3,2 HCM-HHT-KD-V.2,Long An,Huyện Đức Hòa,SSD-GIGA-240G,SSD,GIGABYTE,,,8874,790000,781126,1,34330000,390000,,34330000,,Hệ thống hủy,Nguyễn Cao Thắng,0,0,0,2021-03-06 08:15:30,0.4310532407,OTHER
hd226475,2021-03-05 21:54:47,3,2 HCM-HHT-KD-V.2,Long An,Huyện Đức Hòa,PW-SILV-ST65F-650W,PW,SILVERSTONE,,,13367,1190000,1176633,1,34330000,390000,,34330000,,Hệ thống hủy,Nguyễn Cao Thắng,0,0,0,2021-03-06 08:15:30,0.4310532407,OTHER
hd226475,2021-03-05 21:54:47,3,2 HCM-HHT-KD-V.2,Long An,Huyện Đức Hòa,VO-MSI-MAG-VAMPIRIC-100R,VO,MSI,,,14490,1290000,1275510,1,34330000,390000,,34330000,,Hệ thống hủy,Nguyễn Cao Thắng,0,0,0,2021-03-06 08:15:30,0.4310532407,OTHER
hd226475,2021-03-05 21:54:47,3,2 HCM-HHT-KD-V.2,Long An,Huyện Đức Hòa,TN-CM-HYPER-212-RGB-SPECTRUM,TN,COOLER MASTER,,,7751,690000,682249,1,34330000,390000,,34330000,,Hệ thống hủy,Nguyễn Cao Thắng,0,0,0,2021-03-06 08:15:30,0.4310532407,OTHER
hd226475,2021-03-05 21:54:47,3,2 HCM-HHT-KD-V.2,Long An,Huyện Đức Hòa,VGA-GIG-RTX2060-OC-6G,VGA,GIGABYTE,,,145913,12990000,12844087,1,34330000,390000,,34330000,,Hệ thống hủy,Nguyễn Cao Thắng,0,0,0,2021-03-06 08:15:30,0.4310532407,OTHER
hd226475,2021-03-05 21:54:47,3,2 HCM-HHT-KD-V.2,Long An,Huyện Đức Hòa,FAN-XIG-ESS-III-BX120-ARGB,FAN,XIGMATEK,,,7751,690000,682249,1,34330000,390000,,34330000,,Hệ thống hủy,Nguyễn Cao Thắng,0,0,0,2021-03-06 08:15:30,0.4310532407,OTHER
hd226475,2021-03-05 21:54:47,3,2 HCM-HHT-KD-V.2,Long An,Huyện Đức Hòa,MB-GIG-Z490-VISION-G-REV1,MB,GIGABYTE,Z490,Z,63914,5690000,5626086,1,34330000,390000,,34330000,,Hệ thống hủy,Nguyễn Cao Thắng,0,0,0,2021-03-06 08:15:30,0.4310532407,OTHER
hd226475,2021-03-05 21:54:47,3,2 HCM-HHT-KD-V.2,Long An,Huyện Đức Hòa,KB-LOG-K270-WL,KB,LOGITECH,,,,0,0,1,34330000,390000,,34330000,,Hệ thống hủy,Nguyễn Cao Thắng,0,0,0,2021-03-06 08:15:30,0.4310532407,OTHER
hd226475,2021-03-05 21:54:47,3,2 HCM-HHT-KD-V.2,Long An,Huyện Đức Hòa,TAI-FUH-H300,TAI,FUHLEN,,,,0,0,1,34330000,390000,,34330000,,Hệ thống hủy,Nguyễn Cao Thắng,0,0,0,2021-03-06 08:15:30,0.4310532407,OTHER
hd226475,2021-03-05 21:54:47,3,2 HCM-HHT-KD-V.2,Long An,Huyện Đức Hòa,CHU-RAPOO-V16-BLACK,CHU,RAPOO,,,,0,0,1,34330000,390000,,34330000,,Hệ thống hủy,Nguyễn Cao Thắng,0,0,0,2021-03-06 08:15:30,0.4310532407,OTHER
hd226475,2021-03-05 21:54:47,3,2 HCM-HHT-KD-V.2,Long An,Huyện Đức Hòa,LC-RAPOO-VPRO,LC,RAPOO,,,,0,0,1,34330000,390000,,34330000,,Hệ thống hủy,Nguyễn Cao Thắng,0,0,0,2021-03-06 08:15:30,0.4310532407,OTHER
hd226476,2021-03-05 21:52:54,3,3 HCM-HVT-KD,Long An,Huyện Đức Hòa,CHU-LOG-G402,CHU,LOGITECH,,,,640000,640000,1,640000,,,640000,,Hệ thống hủy,Võ Ngọc Hải,0,0,0,2021-03-05 21:53:49,0.0006365740701,OTHER
hd226474,2021-03-05 21:52:10,3,8 HCM-CQ-KD,,,KB-DAR-EK87-PINK-WHITE-B,KB,DAREU,,,,550000,550000,1,550000,,,550000,,Thành công,Võ Quốc Khánh,0,0,0,2021-03-05 21:53:31,0.0009375000009,SHOWROOMHHT
hd226459-1,2021-03-05 21:44:17,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,MB-MSI-H410M-PRO-E,MB,MSI,H410,H,77706,1550000,1472294,1,21410000,1130000,,21410000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-06 09:04:11,0.4721527778,SHOWROOMHHT
hd226459-1,2021-03-05 21:44:17,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,CPU-INT-i3-10100,CPU,INTEL,i3,i3,159925,3190000,3030075,1,21410000,1130000,,21410000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-06 09:04:11,0.4721527778,SHOWROOMHHT
hd226459-1,2021-03-05 21:44:17,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,RAM-GSK-RIPJAWSV-1X8G-3000,RAM,G.SKILL,,,60160,1200000,1139840,1,21410000,1130000,,21410000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-06 09:04:11,0.4721527778,SHOWROOMHHT
hd226459-1,2021-03-05 21:44:17,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,VGA-GIG-GTX1650S-WF-OC-4GB,VGA,GIGABYTE,,,340404,6790000,6449596,1,21410000,1130000,,21410000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-06 09:04:11,0.4721527778,SHOWROOMHHT
hd226459-1,2021-03-05 21:44:17,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,PW-GIG-P450B-80-PLUS,PW,GIGABYTE,,,42613,850000,807387,1,21410000,1130000,,21410000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-06 09:04:11,0.4721527778,SHOWROOMHHT
hd226459-1,2021-03-05 21:44:17,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,VO-GOL-FIELD-N17B-PLUS,VO,Golden Field,,,29579,590000,560421,1,21410000,1130000,,21410000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-06 09:04:11,0.4721527778,SHOWROOMHHT
hd226459-1,2021-03-05 21:44:17,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,MAN-MSI-G27C4-165HZ,MAN,MSI,,,280244,5590000,5309756,1,21410000,1130000,,21410000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-06 09:04:11,0.4721527778,SHOWROOMHHT
hd226459-1,2021-03-05 21:44:17,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,FAN-XIG-X20F-RGB,FAN,XIGMATEK,,,5013,100000,94987,1,21410000,1130000,,21410000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-06 09:04:11,0.4721527778,SHOWROOMHHT
hd226459-1,2021-03-05 21:44:17,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,FAN-XIG-X20F-RGB,FAN,XIGMATEK,,,5013,100000,94987,1,21410000,1130000,,21410000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-06 09:04:11,0.4721527778,SHOWROOMHHT
hd226459-1,2021-03-05 21:44:17,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,FAN-XIG-X20F-RGB,FAN,XIGMATEK,,,5013,100000,94987,1,21410000,1130000,,21410000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-06 09:04:11,0.4721527778,SHOWROOMHHT
hd226459-1,2021-03-05 21:44:17,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,FAN-XIG-X20F-RGB,FAN,XIGMATEK,,,5013,100000,94987,1,21410000,1130000,,21410000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-06 09:04:11,0.4721527778,SHOWROOMHHT
hd226459-1,2021-03-05 21:44:17,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,KB-DAR-EK145-BLUE,KB,DAREU,,,29077,580000,550923,1,21410000,1130000,,21410000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-06 09:04:11,0.4721527778,SHOWROOMHHT
hd226459-1,2021-03-05 21:44:17,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,CHU-DAR-EM908-RGB,CHU,DAREU,,,19552,390000,370448,1,21410000,1130000,,21410000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-06 09:04:11,0.4721527778,SHOWROOMHHT
hd226459-1,2021-03-05 21:44:17,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,TAI-DAR-EH469-RGB-PINK,TAI,DAREU,,,22560,450000,427440,1,21410000,1130000,,21410000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-06 09:04:11,0.4721527778,SHOWROOMHHT
hd226459-1,2021-03-05 21:44:17,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,SSD-PNY-CS900-240-SATA,SSD,PNY,,,44618,890000,845382,1,21410000,1130000,,21410000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-06 09:04:11,0.4721527778,SHOWROOMHHT
hd226459-1,2021-03-05 21:44:17,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,TBM-CABLE-ORICO-5M-DEP,TBM,ORICO,,,3509,70000,66491,1,21410000,1130000,,21410000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-06 09:04:11,0.4721527778,SHOWROOMHHT
hd226459-1,2021-03-05 21:44:17,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,LC-DAREU-ESP101-QUEEN,LC,DAREU,,,1,0,-1,1,21410000,1130000,,21410000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-06 09:04:11,0.4721527778,SHOWROOMHHT
hd226473,2021-03-05 21:40:26,3,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Gò Vấp,CHU-DAR-LM115G-PINK,CHU,DAREU,,,,150000,150000,1,150000,,,150000,,Thành công,Nguyễn Cao Thắng,0,0,0,2021-03-05 21:41:14,0.0005555555545,SHOWROOMHHT
hd226319,2021-03-05 21:34:58,3,2 HCM-HHT-KD-V.2,,,LAP-MSI-GF63-10SCSR-830VN,LAP,MSI,,,4500000,27990000,23490000,1,23490000,4500000,,23490000,thiếu ram,Hệ thống hủy,Nguyễn Anh Nguyên,1,0,1,2021-03-08 11:31:40,2.581041667,OTHER
hd226319,2021-03-05 21:34:58,3,2 HCM-HHT-KD-V.2,,,TUI-GEARVN-SHOCK-15,TUI,GEARVN,,,,0,0,1,23490000,4500000,,23490000,thiếu ram,Hệ thống hủy,Nguyễn Anh Nguyên,1,0,1,2021-03-08 11:31:40,2.581041667,OTHER
hd226319,2021-03-05 21:34:58,3,2 HCM-HHT-KD-V.2,,,BALO-MSI-TROOPER-BACKPACK,BALO,MSI,,,,0,0,1,23490000,4500000,,23490000,thiếu ram,Hệ thống hủy,Nguyễn Anh Nguyên,1,0,1,2021-03-08 11:31:40,2.581041667,OTHER
hd226319,2021-03-05 21:34:58,3,2 HCM-HHT-KD-V.2,,,RAM-KING-1X8GB-2666-SODIMM,RAM,KINGSTON,,,,0,0,1,23490000,4500000,,23490000,thiếu ram,Hệ thống hủy,Nguyễn Anh Nguyên,1,0,1,2021-03-08 11:31:40,2.581041667,OTHER
hd226471,2021-03-05 21:32:03,3,3 HCM-HVT-KD,Đồng Nai,Thành phố Biên Hòa,CHU-DAR-LM115G-PINK,CHU,DAREU,,,,150000,150000,1,649000,,,649000,,Thành công,Trần Anh Vũ,0,0,0,2021-03-05 21:34:10,0.001469907409,HARAVAN
hd226471,2021-03-05 21:32:03,3,3 HCM-HVT-KD,Đồng Nai,Thành phố Biên Hòa,KB-DAR-EK87-BK-ML-RED,KB,DAREU,,,,499000,499000,1,649000,,,649000,,Thành công,Trần Anh Vũ,0,0,0,2021-03-05 21:34:10,0.001469907409,HARAVAN
hd226470,2021-03-05 21:30:34,3,8 HCM-CQ-KD,Hồ Chí Minh,Quận Bình Thạnh,KB-LOG-G913-TKL-CLICKY,KB,LOGITECH,,,,3990000,3990000,1,3990000,,,3990000,,Thành công,Võ Quốc Khánh,0,0,0,2021-03-05 21:32:49,0.001562500001,SHOWROOMHHT
hd226469,2021-03-05 21:27:42,3,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Gò Vấp,LC-RAZ-GIGANTUS-V2-XXL,LC,RAZER,,,,990000,990000,1,990000,,,990000,,Thành công,Nguyễn Cao Thắng,0,0,0,2021-03-05 21:29:17,0.001099537039,SHOWROOMHHT
hd226468,2021-03-05 21:26:54,3,2 HCM-HHT-KD-V.2,Hồ Chí Minh,huyện Củ Chi,CHU-LOG-G502-HERO,CHU,LOGITECH,,,,990000,990000,1,990000,,,990000,,Thành công,Nguyễn Cao Thắng,0,0,0,2021-03-05 21:28:02,0.0007870370391,SHOWROOMHHT
hd226449-1,2021-03-05 21:25:07,3,8 HCM-CQ-KD,Hồ Chí Minh,Quận 6,LAP-MSI-GL65-LEOPARD-10SCXK-093VN,LAP,MSI,,,1300000,24990000,23690000,1,23690000,1300000,,23690000,,Thành công,Trần Thiện Tý,0,0,0,2021-03-05 21:28:32,0.00237268518,SHOWROOMHHT
hd226449-1,2021-03-05 21:25:07,3,8 HCM-CQ-KD,Hồ Chí Minh,Quận 6,TUI-GEARVN-SHOCK-15,TUI,GEARVN,,,,0,0,1,23690000,1300000,,23690000,,Thành công,Trần Thiện Tý,0,0,0,2021-03-05 21:28:32,0.00237268518,SHOWROOMHHT
hd226449-1,2021-03-05 21:25:07,3,8 HCM-CQ-KD,Hồ Chí Minh,Quận 6,RAM-TRANS-CL19-8G-3200-SODIMM,RAM,TRANSCEND,,,,0,0,1,23690000,1300000,,23690000,,Thành công,Trần Thiện Tý,0,0,0,2021-03-05 21:28:32,0.00237268518,SHOWROOMHHT
hd226459,2021-03-05 21:25:04,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,MB-MSI-H410M-PRO-E,MB,MSI,H410,H,77948,1550000,1472052,1,21340000,1130000,,21340000,thieu ssd,Hệ thống hủy,Nguyễn Minh Hiếu,0,1,1,2021-03-05 21:41:52,0.01166666667,SHOWROOMHHT
hd226459,2021-03-05 21:25:04,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,CPU-INT-i3-10100,CPU,INTEL,i3,i3,160423,3190000,3029577,1,21340000,1130000,,21340000,thieu ssd,Hệ thống hủy,Nguyễn Minh Hiếu,0,1,1,2021-03-05 21:41:52,0.01166666667,SHOWROOMHHT
hd226459,2021-03-05 21:25:04,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,RAM-GSK-RIPJAWSV-1X8G-3000,RAM,G.SKILL,,,60347,1200000,1139653,1,21340000,1130000,,21340000,thieu ssd,Hệ thống hủy,Nguyễn Minh Hiếu,0,1,1,2021-03-05 21:41:52,0.01166666667,SHOWROOMHHT
hd226459,2021-03-05 21:25:04,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,VGA-GIG-GTX1650S-WF-OC-4GB,VGA,GIGABYTE,,,341464,6790000,6448536,1,21340000,1130000,,21340000,thieu ssd,Hệ thống hủy,Nguyễn Minh Hiếu,0,1,1,2021-03-05 21:41:52,0.01166666667,SHOWROOMHHT
hd226459,2021-03-05 21:25:04,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,PW-GIG-P450B-80-PLUS,PW,GIGABYTE,,,42746,850000,807254,1,21340000,1130000,,21340000,thieu ssd,Hệ thống hủy,Nguyễn Minh Hiếu,0,1,1,2021-03-05 21:41:52,0.01166666667,SHOWROOMHHT
hd226459,2021-03-05 21:25:04,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,VO-GOL-FIELD-N17B-PLUS,VO,Golden Field,,,29671,590000,560329,1,21340000,1130000,,21340000,thieu ssd,Hệ thống hủy,Nguyễn Minh Hiếu,0,1,1,2021-03-05 21:41:52,0.01166666667,SHOWROOMHHT
hd226459,2021-03-05 21:25:04,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,MAN-MSI-G27C4-165HZ,MAN,MSI,,,281117,5590000,5308883,1,21340000,1130000,,21340000,thieu ssd,Hệ thống hủy,Nguyễn Minh Hiếu,0,1,1,2021-03-05 21:41:52,0.01166666667,SHOWROOMHHT
hd226459,2021-03-05 21:25:04,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,FAN-XIG-X20F-RGB,FAN,XIGMATEK,,,5029,100000,94971,1,21340000,1130000,,21340000,thieu ssd,Hệ thống hủy,Nguyễn Minh Hiếu,0,1,1,2021-03-05 21:41:52,0.01166666667,SHOWROOMHHT
hd226459,2021-03-05 21:25:04,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,FAN-XIG-X20F-RGB,FAN,XIGMATEK,,,5029,100000,94971,1,21340000,1130000,,21340000,thieu ssd,Hệ thống hủy,Nguyễn Minh Hiếu,0,1,1,2021-03-05 21:41:52,0.01166666667,SHOWROOMHHT
hd226459,2021-03-05 21:25:04,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,FAN-XIG-X20F-RGB,FAN,XIGMATEK,,,5029,100000,94971,1,21340000,1130000,,21340000,thieu ssd,Hệ thống hủy,Nguyễn Minh Hiếu,0,1,1,2021-03-05 21:41:52,0.01166666667,SHOWROOMHHT
hd226459,2021-03-05 21:25:04,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,FAN-XIG-X20F-RGB,FAN,XIGMATEK,,,5029,100000,94971,1,21340000,1130000,,21340000,thieu ssd,Hệ thống hủy,Nguyễn Minh Hiếu,0,1,1,2021-03-05 21:41:52,0.01166666667,SHOWROOMHHT
hd226459,2021-03-05 21:25:04,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,KB-DAR-EK145-BLUE,KB,DAREU,,,29168,580000,550832,1,21340000,1130000,,21340000,thieu ssd,Hệ thống hủy,Nguyễn Minh Hiếu,0,1,1,2021-03-05 21:41:52,0.01166666667,SHOWROOMHHT
hd226459,2021-03-05 21:25:04,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,CHU-DAR-EM908-RGB,CHU,DAREU,,,19613,390000,370387,1,21340000,1130000,,21340000,thieu ssd,Hệ thống hủy,Nguyễn Minh Hiếu,0,1,1,2021-03-05 21:41:52,0.01166666667,SHOWROOMHHT
hd226459,2021-03-05 21:25:04,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,TAI-DAR-EH469-RGB-PINK,TAI,DAREU,,,22630,450000,427370,1,21340000,1130000,,21340000,thieu ssd,Hệ thống hủy,Nguyễn Minh Hiếu,0,1,1,2021-03-05 21:41:52,0.01166666667,SHOWROOMHHT
hd226459,2021-03-05 21:25:04,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,SSD-PNY-CS900-240-SATA,SSD,PNY,,,44757,890000,845243,1,21340000,1130000,,21340000,thieu ssd,Hệ thống hủy,Nguyễn Minh Hiếu,0,1,1,2021-03-05 21:41:52,0.01166666667,SHOWROOMHHT
hd226459,2021-03-05 21:25:04,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Phú Nhuận,LC-DAREU-ESP101-QUEEN,LC,DAREU,,,,0,0,1,21340000,1130000,,21340000,thieu ssd,Hệ thống hủy,Nguyễn Minh Hiếu,0,1,1,2021-03-05 21:41:52,0.01166666667,SHOWROOMHHT
hd226465,2021-03-05 21:23:47,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Tân Bình,LOA-THONET-VANDER-KURBIS,LOA,THONET,,,1210000,4200000,2990000,1,2990000,1210000,,2990000,,Thành công,Trần Anh Vũ,0,0,0,2021-03-05 21:26:23,0.001805555556,SHOWROOMHHT
hd226464,2021-03-05 21:23:07,3,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Bình Tân,CHU-RAP-M300-SILENT-WL-BLACK,CHU,RAPOO,,,,400000,400000,1,1200000,,,1200000,,Thành công,Nguyễn Cao Thắng,0,0,0,2021-03-05 21:24:16,0.0007986111159,SHOWROOMHHT
hd226464,2021-03-05 21:23:07,3,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Bình Tân,KB-COU-AURORA-S,KB,COUGAR,,,,800000,800000,1,1200000,,,1200000,,Thành công,Nguyễn Cao Thắng,0,0,0,2021-03-05 21:24:16,0.0007986111159,SHOWROOMHHT
hd226463,2021-03-05 21:22:56,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Gò Vấp,MAN-AOC-24G2-144-GSYNC,MAN,AOC,,,,4590000,4590000,1,5460000,,,5460000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-05 21:25:37,0.001863425925,HARAVAN
hd226463,2021-03-05 21:22:56,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Gò Vấp,KB-LOG-G213-RGB,KB,LOGITECH,,,,870000,870000,1,5460000,,,5460000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-05 21:25:37,0.001863425925,HARAVAN
hd226463,2021-03-05 21:22:56,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận Gò Vấp,TAI-FUH-H300,TAI,FUHLEN,,,,0,0,1,5460000,,,5460000,,Thành công,Nguyễn Minh Hiếu,0,0,0,2021-03-05 21:25:37,0.001863425925,HARAVAN
hd226462,2021-03-05 21:21:49,3,8 HCM-CQ-KD,Hồ Chí Minh,Quận 10,MAN-LG-24MK600M-B,MAN,LG,,,,3350000,3350000,1,3350000,,,3350000,,Thành công,Trần Thiện Tý,0,0,0,2021-03-05 21:24:14,0.00167824074,OTHER
hd226461,2021-03-05 21:21:01,3,8 HCM-CQ-KD,Hồ Chí Minh,Quận Bình Thạnh,LOA-CREA-STA-AIR,LOA,CREATIVE,,,,1090000,1090000,1,1090000,,,1090000,,Thành công,Trần Thiện Tý,0,0,0,2021-03-05 21:22:04,0.0007291666698,SHOWROOMHHT
hd226460,2021-03-05 21:19:51,3,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Gò Vấp,KB-FUH-G87L,KB,FUHLEN,,,,450000,450000,1,450000,,,450000,,Thành công,Lê Văn Lai,0,0,0,2021-03-05 21:20:52,0.0007060185162,SHOWROOMHHT
hd226454,2021-03-05 21:18:16,3,3 HCM-HVT-KD,Hồ Chí Minh,Quận 6,MAN-AOC-27B1H-IPS,MAN,AOC,,,210000,3300000,3090000,1,3090000,210000,,3090000,,Hệ thống hủy,Võ Ngọc Hải,0,0,0,2021-03-05 21:22:30,0.002939814818,OTHER
hd226458,2021-03-05 21:15:09,3,8 HCM-CQ-KD,Hồ Chí Minh,Quận 2,SSD-SAM-970-EVO-PLUS-M.2-500G,SSD,SAMSUNG,,,,2890000,2890000,1,2890000,,,2890000,,Thành công,Trần Thiện Tý,0,0,0,2021-03-05 21:16:05,0.0006481481469,SHOWROOMHHT
hd226456,2021-03-05 21:13:49,3,2 HCM-HHT-KD-V.2,,,MAN-SAM-34-LC34G55-2K-165HZ,MAN,SAMSUNG,,,509500,10190000,9680500,1,9680500,509500,,9680500,,Thành công,Nguyễn Cao Thắng,0,0,0,2021-03-05 21:29:18,0.01075231481,SHOWROOMHHT
hd226455,2021-03-05 21:11:58,3,8 HCM-CQ-KD,Hồ Chí Minh,Quận 2,KB-AKKO-3087-DS-HORI-V2-AKKO-PIN,KB,AKKO,,,,1390000,1390000,1,1390000,,,1390000,,Thành công,Trần Thiện Tý,0,0,0,2021-03-05 21:12:41,0.0004976851851,SHOWROOMHHT
hd226453,2021-03-05 21:08:47,3,6 HN-TH-KD,Đồng Tháp,Thành phố Cao Lãnh,LC-DAREU-ESP100,LC,DAREU,,,,120000,120000,1,120000,,,120000,,Thành công,Nguyễn Đinh Thuận,0,0,0,2021-03-06 08:26:05,0.4703472222,HARAVAN
hd226450,2021-03-05 21:07:44,3,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Gò Vấp,VO-GIG-AORUS-C700G-GLASS,VO,GIGABYTE,,,,9950000,9950000,1,17330000,,,17330000,,Thành công,Nguyễn Cao Thắng,0,0,0,2021-03-05 21:29:02,0.01479166667,OTHER
hd226450,2021-03-05 21:07:44,3,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Gò Vấp,RAM-GIG-AORUS-2X8-RGB-3200-GP-DEMO-ARS16G32D,RAM,GIGABYTE,,,,3690000,3690000,1,17330000,,,17330000,,Thành công,Nguyễn Cao Thắng,0,0,0,2021-03-05 21:29:02,0.01479166667,OTHER
